County,Stabr,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino
Humboldt County,CA,6.4,2.9,1.5,12.1,0.3,5.7,83.2,73.8
Humboldt County,IA,0.4,0.5,0.9,4.5,0.0,1.3,96.9,93.1
Humboldt County,NV,4.9,0.9,1.1,27.5,0.3,3.0,89.7,64.7
Humphreys County,MS,0.2,0.4,75.8,3.8,0.1,1.2,22.3,20.0
Humphreys County,TN,0.6,0.5,2.8,2.6,0.0,1.7,94.4,92.3
Hunt County,TX,1.3,1.5,8.2,17.6,0.2,2.2,86.5,70.4
Hunterdon County,NJ,0.2,4.4,2.7,7.0,0.2,1.5,91.0,84.8
Huntingdon County,PA,0.2,0.8,6.0,2.1,0.0,1.3,91.8,90.2
Huntington County,IN,0.6,0.6,0.8,2.8,0.0,1.3,96.7,94.3
Huron County,MI,0.4,0.7,0.7,2.6,0.0,0.9,97.3,94.9
Huron County,OH,0.3,0.4,1.4,6.9,0.0,1.7,96.1,89.9
Hutchinson County,SD,1.4,0.2,1.1,2.3,0.0,1.1,96.2,94.3
Hutchinson County,TX,2.1,0.8,3.0,24.1,0.1,2.3,91.7,69.5
Hyde County,NC,0.8,0.7,26.7,9.8,0.0,1.7,70.1,61.8
Hyde County,SD,9.0,0.2,0.8,1.5,0.1,2.5,87.5,86.7
Iberia Parish,LA,0.6,2.7,32.8,4.3,0.1,1.9,61.9,58.6
Iberville Parish,LA,0.3,0.5,48.4,2.8,0.0,1.1,49.7,47.7
Ida County,IA,0.3,0.7,0.5,3.2,0.1,1.1,97.4,94.4
Idaho County,ID,3.3,0.6,0.5,3.6,0.1,2.2,93.4,90.6
Imperial County,CA,2.5,2.1,3.3,85.0,0.2,1.7,90.2,10.0
Independence County,AR,0.8,0.9,2.5,6.6,0.2,1.8,93.8,88.0
Indian River County,FL,0.4,1.6,9.6,12.7,0.0,1.6,86.7,75.0
Indiana County,PA,0.2,1.1,2.8,1.4,0.0,1.1,94.8,93.8
Ingham County,MI,0.6,7.0,12.4,8.0,0.1,4.2,75.6,69.2
Inyo County,CA,13.5,1.7,1.2,23.4,0.2,3.6,79.8,60.8
Ionia County,MI,0.7,0.5,4.8,4.8,0.0,1.7,92.3,88.2
Iosco County,MI,1.0,0.8,0.8,2.6,0.1,2.1,95.3,93.2
Iowa County,IA,0.3,0.6,0.8,3.2,0.0,1.3,97.0,94.2
Iowa County,WI,0.3,0.8,0.8,2.0,0.1,1.3,96.8,95.1
Iredell County,NC,0.5,2.8,12.3,8.0,0.1,2.1,82.3,75.4
Irion County,TX,1.2,0.5,1.2,25.6,-1.0,1.9,95.2,70.8
Iron County,MI,1.6,0.5,0.4,2.4,0.0,1.7,95.8,93.9
Iron County,MO,0.9,0.1,1.5,1.9,-1.0,1.8,95.7,94.1
Iron County,UT,2.4,1.0,0.7,8.9,0.4,2.1,93.4,85.8
Iron County,WI,1.6,0.4,0.3,1.4,-1.0,1.8,96.0,95.0
Iroquois County,IL,0.4,0.6,1.2,7.3,0.0,1.4,96.4,89.6
Irwin County,GA,0.2,0.9,27.8,3.9,0.0,1.2,69.9,66.8
Isabella County,MI,4.1,1.8,2.7,4.1,0.0,3.2,88.1,85.2
Isanti County,MN,0.6,1.2,1.0,2.2,0.1,1.9,95.2,93.3
Island County,WA,1.1,5.1,3.2,8.2,0.5,4.9,85.2,78.5
Isle of Wight County,VA,0.5,1.0,23.2,3.4,0.1,2.5,72.7,70.2
Issaquena County,MS,0.4,0.5,63.8,1.7,0.2,0.4,34.9,33.8
Itasca County,MN,3.9,0.4,0.5,1.6,0.2,2.5,92.6,91.5
Itawamba County,MS,0.3,0.5,7.0,1.7,0.0,1.2,91.0,89.6
Izard County,AR,0.8,0.5,2.2,2.5,0.0,1.5,95.0,92.7
Jack County,TX,1.1,0.6,4.1,17.4,0.1,1.2,92.9,76.6
Jackson County,AL,1.7,0.6,3.5,3.1,0.1,2.8,91.4,89.0
Jackson County,AR,0.7,0.5,17.4,3.0,0.2,1.9,79.2,76.8
Jackson County,CO,2.9,0.7,0.1,12.6,0.1,1.6,94.7,84.4
Jackson County,FL,0.9,0.7,26.3,4.9,0.3,2.2,69.6,65.7
Jackson County,GA,0.4,2.1,7.4,8.4,0.1,1.8,88.2,80.7
Jackson County,IA,0.3,0.5,0.7,1.6,0.6,1.3,96.6,95.2
Jackson County,IL,0.6,3.5,15.2,4.7,0.1,2.9,77.7,74.0
Jackson County,IN,0.6,2.6,1.3,7.8,0.2,1.5,93.9,87.0
Jackson County,KS,8.9,0.5,0.9,4.8,0.0,3.7,86.0,83.4
Jackson County,KY,0.2,0.1,0.3,0.9,0.0,0.7,98.6,97.8
Jackson County,MI,0.4,0.9,8.1,3.6,0.1,2.8,87.6,84.6
Jackson County,MN,0.5,1.7,0.8,4.2,0.1,1.7,95.2,91.7
Jackson County,MO,0.6,2.0,23.7,9.2,0.3,3.2,70.2,62.2
Jackson County,MS,0.5,2.4,21.7,6.8,0.1,2.1,73.3,67.4
Jackson County,NC,9.1,1.1,2.4,6.2,0.0,2.2,85.2,80.6
Jackson County,OH,0.4,0.3,0.7,1.1,0.0,1.7,96.8,95.8
Jackson County,OK,2.9,1.6,7.9,25.2,0.4,4.4,82.9,61.4
Jackson County,OR,1.6,1.6,1.0,13.5,0.4,3.6,91.8,80.1
Jackson County,SD,53.3,0.1,1.0,4.0,0.0,5.1,40.4,39.3
Jackson County,TN,0.7,0.1,0.6,2.2,0.0,1.4,97.1,95.1
Jackson County,TX,0.9,1.1,6.7,33.5,0.0,1.9,89.3,57.9
Jackson County,WI,6.8,0.5,2.2,3.7,0.1,1.9,88.5,85.9
Jackson County,WV,0.3,0.3,0.6,1.0,0.0,1.1,97.7,96.8
Jackson Parish,LA,0.4,0.4,28.3,1.8,0.0,1.7,69.2,67.7
James City County,VA,0.4,2.6,13.6,6.1,0.1,2.9,80.3,75.3
Jasper County,GA,0.5,0.3,19.5,4.1,0.0,1.8,77.9,74.7
Jasper County,IA,0.4,0.6,2.3,2.8,0.1,1.2,95.3,92.9
Jasper County,IL,0.2,0.3,0.3,1.8,0.0,0.8,98.3,96.6
Jasper County,IN,0.4,0.5,0.9,6.2,0.0,1.2,97.0,91.3
Jasper County,MO,1.9,1.3,2.3,8.5,0.5,3.3,90.7,83.6
Jasper County,MS,0.3,0.1,53.2,1.4,0.0,0.8,45.5,44.6
Jasper County,SC,0.8,0.9,40.8,13.9,0.1,1.6,55.8,43.8
Jasper County,TX,0.8,0.6,16.0,6.8,0.1,1.6,81.0,74.9
Jay County,IN,0.2,0.4,0.5,3.2,0.0,1.2,97.6,94.6
Jeff Davis County,GA,0.8,0.8,15.3,12.8,0.1,1.3,81.7,70.4
Jeff Davis County,TX,1.5,1.5,1.3,32.3,0.1,2.1,93.5,62.9
Jefferson County,AL,0.3,1.8,43.5,4.1,0.1,1.3,53.1,49.5
Jefferson County,AR,0.4,0.9,57.4,2.2,0.1,1.4,39.8,38.3
Jefferson County,CO,1.2,3.1,1.5,15.6,0.1,2.6,91.5,77.7
Jefferson County,FL,0.5,0.7,33.5,4.2,0.0,1.5,63.7,60.4
Jefferson County,GA,0.2,0.7,52.6,4.0,0.1,1.1,45.3,42.1
Jefferson County,IA,0.3,11.5,2.6,3.2,0.0,2.0,83.6,80.9
Jefferson County,ID,1.4,0.6,0.5,10.6,0.1,1.7,95.6,86.5
Jefferson County,IL,0.4,1.2,8.9,2.9,0.0,2.1,87.4,85.3
Jefferson County,IN,0.4,0.9,2.2,3.0,0.0,1.6,95.0,92.4
Jefferson County,KS,1.0,0.3,0.8,3.0,0.1,2.0,95.8,93.3
Jefferson County,KY,0.2,3.0,22.4,5.9,0.1,2.5,71.8,66.6
Jefferson County,MO,0.3,0.8,1.2,2.1,0.0,1.6,96.0,94.1
Jefferson County,MS,0.3,0.2,85.4,0.9,0.0,0.8,13.3,12.9
Jefferson County,MT,1.8,0.5,0.4,2.9,0.1,2.3,94.8,92.3
Jefferson County,NE,0.8,0.4,0.6,5.0,0.0,1.1,97.1,92.8
Jefferson County,NY,0.7,1.7,6.8,7.8,0.3,3.0,87.5,81.3
Jefferson County,OH,0.2,0.5,5.5,1.6,0.0,2.3,91.4,90.1
Jefferson County,OK,7.2,0.5,1.5,11.3,0.0,4.9,85.8,76.6
Jefferson County,OR,18.3,0.9,1.2,19.9,0.2,3.4,75.9,60.7
Jefferson County,PA,0.3,0.3,0.5,0.9,0.0,1.0,97.8,97.1
Jefferson County,TN,0.5,0.7,2.1,3.8,0.1,1.4,95.2,91.8
Jefferson County,TX,1.0,3.9,34.1,22.1,0.1,1.8,59.1,39.4
Jefferson County,WA,2.2,2.0,1.1,3.8,0.2,3.3,91.1,88.2
Jefferson County,WI,0.5,1.0,1.2,7.3,0.0,1.4,96.0,89.3
Jefferson County,WV,0.4,1.6,6.4,6.3,0.1,2.8,88.8,83.2
Jefferson Davis County,MS,0.3,0.3,59.6,1.9,0.0,0.9,38.8,37.5
Jefferson Davis Parish,LA,0.8,0.5,16.5,2.7,0.0,2.3,79.9,77.7
Jefferson Parish,LA,0.6,4.3,28.3,14.9,0.1,1.8,64.9,52.0
Jenkins County,GA,0.5,1.0,42.6,6.2,0.2,1.0,54.6,50.4
Jennings County,IN,0.3,0.4,0.9,2.6,0.1,1.4,96.9,94.6
Jerauld County,SD,0.8,0.2,0.3,4.7,0.1,1.3,97.1,92.9
Jerome County,ID,2.3,0.6,0.8,37.3,0.2,1.5,94.7,60.2
Jersey County,IL,0.4,1.0,0.8,1.4,0.0,1.3,96.5,95.4
Jessamine County,KY,0.3,1.3,4.6,3.7,0.1,2.1,91.6,88.3
Jewell County,KS,0.7,0.5,0.3,2.6,-1.0,1.1,97.4,94.9
Jim Hogg County,TX,0.7,0.6,0.8,92.7,0.0,0.8,97.1,5.5
Jim Wells County,TX,1.0,0.6,1.1,80.1,0.1,0.9,96.3,18.0
Jo Daviess County,IL,0.3,0.5,0.8,3.2,0.1,1.1,97.3,94.4
Johnson County,AR,1.2,2.7,2.2,14.3,0.1,2.1,91.6,78.7
Johnson County,GA,0.4,0.4,34.3,2.8,0.0,1.0,63.8,61.9
Johnson County,IA,0.4,6.5,7.5,5.8,0.1,2.5,83.0,78.0
Johnson County,IL,0.4,0.3,7.1,3.1,0.0,1.2,91.0,88.4
Johnson County,IN,0.3,4.0,2.6,3.8,0.1,1.9,91.2,87.9
Johnson County,KS,0.4,5.4,4.9,7.9,0.0,2.6,86.6,79.4
Johnson County,KY,0.2,0.5,0.4,0.9,0.0,1.1,97.7,97.0
Johnson County,MO,0.7,1.8,5.0,4.8,0.3,2.8,89.4,85.4
Johnson County,NE,1.6,1.4,6.6,10.3,-1.0,1.0,89.4,80.2
Johnson County,TN,0.4,0.3,2.2,2.1,0.0,1.2,95.9,93.9
Johnson County,TX,1.0,1.0,4.2,22.6,0.5,2.1,91.2,70.1
Johnson County,WY,1.7,0.7,0.8,5.0,0.0,1.7,95.2,91.0
Johnston County,NC,0.9,0.9,17.0,14.1,0.1,2.2,78.8,66.8
Johnston County,OK,16.1,0.5,2.6,5.7,0.1,8.3,72.3,68.4
Jones County,GA,0.4,0.6,25.2,1.9,0.0,1.4,72.4,71.0
Jones County,IA,0.4,0.6,2.7,2.2,0.0,0.7,95.5,93.5
Jones County,MS,0.7,0.5,29.7,4.7,0.0,1.0,68.1,64.2
Jones County,NC,1.1,0.6,29.3,5.1,0.0,1.9,67.1,62.9
Jones County,SD,5.6,-1.0,0.3,2.7,0.2,4.1,89.7,87.6
Jones County,TX,1.4,0.8,13.2,28.0,0.0,1.7,82.9,58.0
Josephine County,OR,1.7,1.1,0.6,7.7,0.3,3.5,92.9,86.6
Juab County,UT,1.2,0.4,0.6,5.8,0.3,1.6,95.9,91.1
Judith Basin County,MT,1.0,0.4,0.1,1.9,-1.0,0.8,97.7,95.8
Juneau City and Borough,AK,12.1,6.9,1.5,7.0,1.2,9.7,68.6,64.1
Juneau County,WI,1.6,0.6,2.5,3.2,0.1,1.3,93.9,91.4
Juniata County,PA,0.4,0.4,0.9,4.3,0.0,1.2,97.1,93.7
Kalamazoo County,MI,0.5,2.8,11.8,5.2,0.1,3.6,81.2,77.0
Kalawao County,HI,-1.0,8.1,-1.0,1.2,48.8,15.1,27.9,26.7
Kalkaska County,MI,1.0,0.6,0.7,2.2,0.0,2.1,95.6,93.7
Kanabec County,MN,0.9,0.7,0.6,1.7,0.0,2.0,95.8,94.4
Kanawha County,WV,0.2,1.1,7.6,1.2,0.0,2.5,88.7,87.7
Kandiyohi County,MN,0.5,1.2,6.7,12.6,0.1,1.3,90.1,78.5
Kane County,IL,1.0,4.4,6.0,32.4,0.1,2.0,86.6,56.6
Kane County,UT,1.7,1.0,0.8,4.7,0.2,1.6,94.7,90.6
Kankakee County,IL,0.4,1.1,15.0,10.8,0.0,2.1,81.4,71.6
Karnes County,TX,1.1,0.5,9.1,56.4,0.0,1.0,88.3,34.2
Kauai County,HI,0.5,31.0,0.7,11.4,9.1,25.7,33.0,29.3
Kaufman County,TX,1.0,1.5,13.9,23.3,0.1,2.2,81.3,59.8
Kay County,OK,11.3,0.6,2.3,8.3,0.4,5.6,79.8,73.7
Kearney County,NE,0.6,0.4,0.4,6.5,0.1,1.2,97.3,91.7
Kearny County,KS,2.0,0.7,1.1,32.6,0.1,2.4,93.7,62.9
Keith County,NE,0.8,0.7,1.1,7.8,-1.0,1.6,95.8,88.9
Kemper County,MS,3.5,0.2,61.4,0.9,-1.0,0.8,34.1,33.7
Kenai Peninsula Borough,AK,8.0,1.9,0.8,4.3,0.3,5.8,83.3,80.0
Kendall County,IL,0.6,3.3,8.0,20.0,0.1,2.2,85.9,67.4
Kendall County,TX,0.7,1.4,1.4,24.6,0.1,1.8,94.5,71.3
Kenedy County,TX,1.7,1.7,4.2,73.3,-1.0,2.2,90.1,20.3
Kennebec County,ME,0.6,1.0,0.8,1.7,0.0,1.8,95.8,94.4
Kenosha County,WI,0.8,1.8,7.4,13.5,0.1,2.8,87.2,75.4
Kent County,DE,0.7,2.4,27.3,7.4,0.1,3.8,65.6,60.4
Kent County,MD,0.4,1.4,14.9,4.5,0.1,2.0,81.3,77.8
Kent County,MI,0.7,3.3,10.6,10.8,0.1,3.0,82.2,73.3
Kent County,RI,0.5,2.9,2.5,5.7,0.1,2.2,91.9,87.4
Kent County,TX,1.6,0.1,1.2,19.6,0.1,2.9,94.1,76.6
Kenton County,KY,0.2,1.3,4.9,3.4,0.1,2.2,91.2,88.2
Keokuk County,IA,0.3,0.4,0.7,1.9,-1.0,1.0,97.6,96.0
Kern County,CA,2.6,5.4,6.3,54.6,0.3,3.2,82.3,32.8
Kerr County,TX,1.1,1.2,2.0,27.4,0.1,1.8,93.8,68.3
Kershaw County,SC,0.5,0.8,24.3,4.9,0.1,1.8,72.6,68.6
Ketchikan Gateway Borough,AK,13.9,8.2,1.1,5.6,0.4,9.1,67.4,63.9
Kewaunee County,WI,0.5,0.5,0.6,3.4,0.0,1.1,97.3,94.1
Keweenaw County,MI,0.4,0.1,0.4,1.7,-1.0,1.9,97.3,96.1
Keya Paha County,NE,0.6,0.5,-1.0,1.0,-1.0,0.9,98.0,97.5
Kidder County,ND,0.8,0.6,0.5,4.7,-1.0,0.9,97.2,93.4
Kimball County,NE,2.3,1.0,0.4,9.3,0.1,2.9,93.4,85.4
Kimble County,TX,1.4,0.8,0.9,24.9,0.1,0.6,96.2,72.4
King County,TX,1.5,-1.0,-1.0,16.9,0.4,3.3,94.9,78.7
King County,WA,1.0,19.7,7.0,9.9,0.8,5.2,66.2,58.1
King George County,VA,0.8,1.6,16.1,5.8,0.1,3.5,77.9,73.3
King William County,VA,1.5,1.1,15.4,2.9,0.0,2.6,79.4,77.2
King and Queen County,VA,1.7,0.5,26.2,3.1,0.0,2.6,69.0,66.4
Kingfisher County,OK,4.0,0.4,1.8,16.3,0.0,3.5,90.3,75.6
Kingman County,KS,1.0,0.6,0.4,3.8,0.0,1.8,96.1,92.7
Kings County,CA,3.2,4.4,7.5,55.3,0.4,3.7,80.8,31.3
Kings County,NY,0.9,12.7,33.8,18.9,0.1,2.7,49.8,36.8
Kingsbury County,SD,1.2,0.7,0.5,2.5,0.0,1.3,96.3,94.2
Kinney County,TX,1.6,0.6,2.2,62.1,0.2,2.1,93.3,34.3
Kiowa County,CO,1.3,0.6,0.6,8.4,0.4,2.0,95.2,88.1
Kiowa County,KS,0.8,1.5,1.4,6.1,0.1,1.8,94.5,88.6
Kiowa County,OK,7.9,0.3,4.5,11.9,0.1,4.7,82.6,73.9
Kit Carson County,CO,1.3,0.7,0.9,19.2,0.2,2.0,95.0,77.5
Kitsap County,WA,1.7,5.4,3.2,8.2,1.0,6.2,82.5,76.0
Kittitas County,WA,1.3,2.2,1.2,9.0,0.2,3.5,91.6,83.7
Kittson County,MN,0.4,0.7,0.7,2.5,-1.0,1.3,96.8,94.8
Klamath County,OR,5.0,1.1,0.9,13.8,0.2,4.3,88.4,77.1
Kleberg County,TX,1.0,2.4,4.1,73.4,0.2,1.5,90.8,20.0
Klickitat County,WA,2.6,0.9,0.7,11.7,0.2,2.9,92.8,82.3
Knott County,KY,0.2,0.2,1.0,1.1,0.0,1.0,97.7,96.8
Knox County,IL,0.4,1.0,8.3,6.0,0.0,2.8,87.4,82.4
Knox County,IN,0.3,1.0,3.0,2.3,0.1,1.4,94.3,92.3
Knox County,KY,0.3,0.4,1.3,1.3,0.0,1.4,96.6,95.5
Knox County,ME,0.5,0.7,0.8,1.6,0.0,1.6,96.4,95.0
Knox County,MO,0.6,0.4,0.6,1.4,-1.0,1.7,96.7,95.5
Knox County,NE,10.5,0.3,0.4,3.3,0.1,2.0,86.7,84.7
Knox County,OH,0.3,0.6,1.1,1.6,0.0,1.4,96.6,95.3
Knox County,TN,0.4,2.4,8.9,4.6,0.1,2.3,85.9,82.0
Knox County,TX,1.2,0.3,5.8,34.8,0.0,2.8,89.8,57.5
Kodiak Island Borough,AK,13.1,21.9,1.3,8.6,1.0,7.7,55.0,49.1
Koochiching County,MN,2.5,0.6,0.7,1.3,0.0,2.0,94.1,93.2
Kootenai County,ID,1.3,0.9,0.4,4.9,0.1,2.6,94.5,90.3
Kosciusko County,IN,0.4,1.7,1.1,8.2,0.1,1.4,95.2,87.6
Kossuth County,IA,0.4,0.6,1.1,3.3,0.1,1.1,96.7,93.9
La Crosse County,WI,0.5,4.7,1.6,2.1,0.0,1.9,91.3,89.5
La Paz County,AZ,18.1,0.9,1.2,28.3,0.2,3.0,76.7,56.5
La Plata County,CO,7.7,0.7,0.7,12.8,0.1,2.6,88.2,78.3
La Salle County,TX,0.9,0.4,1.6,87.0,0.0,0.7,96.4,11.1
LaGrange County,IN,0.3,0.4,0.5,4.2,0.0,0.8,97.9,94.0
LaMoure County,ND,0.6,0.1,0.4,1.7,-1.0,0.9,98.0,96.5
LaPorte County,IN,0.5,0.7,11.6,6.9,0.0,2.4,84.9,78.8
LaSalle County,IL,0.4,0.9,2.9,10.3,0.0,1.4,94.3,84.7
La Salle Parish,LA,1.4,0.3,12.1,2.9,0.0,1.1,85.1,82.6
Labette County,KS,2.4,0.5,4.3,4.7,0.1,4.1,88.7,85.0
Lac qui Parle County,MN,0.3,0.9,0.8,2.5,0.2,1.4,96.3,94.3
Lackawanna County,PA,0.3,3.1,4.2,8.4,0.1,1.9,90.4,83.8
Laclede County,MO,0.8,0.6,0.9,2.6,0.1,2.1,95.5,93.3
Lafayette County,AR,0.5,0.6,36.3,2.9,0.0,1.3,61.2,59.1
Lafayette County,FL,0.8,0.3,12.7,13.9,0.1,1.6,84.5,71.8
Lafayette County,MO,0.6,0.5,2.2,3.1,0.2,2.3,94.2,91.7
Lafayette County,MS,0.3,2.2,23.7,2.7,0.1,1.3,72.4,70.2
Lafayette County,WI,0.6,0.5,0.5,4.3,0.0,0.9,97.5,93.7
Lafayette Parish,LA,0.4,2.0,26.9,4.6,0.0,1.6,69.1,65.2
Lafourche Parish,LA,3.0,0.9,13.5,4.4,0.1,2.0,80.5,76.8
Lake County,CA,4.5,1.4,2.1,22.0,0.3,4.7,87.0,68.9
Lake County,CO,2.6,0.8,1.0,35.4,0.0,2.4,93.2,61.0
Lake County,FL,0.6,2.3,11.5,16.7,0.2,2.1,83.4,68.7
Lake County,IL,0.9,8.4,7.5,22.4,0.1,2.2,80.9,60.6
Lake County,IN,0.6,1.7,24.4,19.6,0.1,2.0,71.3,53.8
Lake County,MI,0.9,0.3,8.0,2.5,0.0,3.0,87.9,86.0
Lake County,MN,0.7,0.6,0.6,1.4,0.0,1.4,96.6,95.3
Lake County,MT,24.6,0.5,0.5,4.8,0.1,7.0,67.2,65.0
Lake County,OH,0.2,1.5,4.8,4.7,0.0,1.8,91.6,87.6
Lake County,OR,2.6,1.3,0.7,8.6,0.2,4.0,91.2,84.0
Lake County,SD,1.4,0.9,1.3,2.7,0.1,1.7,94.7,92.6
Lake County,TN,0.5,0.2,28.0,2.6,0.0,2.0,69.3,67.2
Lake and Peninsula Borough,AK,61.7,3.1,1.3,3.5,0.3,10.0,23.7,22.3
Lake of the Woods County,MN,0.9,1.7,0.7,1.7,-1.0,2.6,94.1,92.5
Lamar County,AL,0.3,0.1,10.3,1.9,0.0,1.7,87.5,86.0
Lamar County,GA,0.4,0.8,29.8,2.6,0.0,1.8,67.3,65.2
Lamar County,MS,0.3,1.5,21.0,2.9,0.1,1.4,75.7,73.3
Lamar County,TX,1.9,0.8,13.5,8.4,0.0,3.0,80.7,73.5
Lamb County,TX,1.7,0.5,4.6,56.1,0.1,1.8,91.2,38.9
Lamoille County,VT,0.4,0.7,1.2,1.8,0.0,1.8,95.9,94.3
Lampasas County,TX,1.2,1.4,4.2,19.4,0.5,2.8,89.8,72.4
Lancaster County,NE,1.0,4.8,4.3,7.4,0.1,3.0,86.8,80.6
Lancaster County,PA,0.4,2.5,5.2,11.0,0.1,2.1,89.7,81.3
Lancaster County,SC,0.3,1.6,21.4,5.9,0.0,1.6,75.1,70.0
Lancaster County,VA,0.4,0.8,28.4,2.5,0.0,1.5,69.0,67.1
Lander County,NV,5.9,1.2,1.0,23.2,0.0,2.9,89.1,69.1
Lane County,KS,1.3,0.3,1.2,8.9,0.1,3.1,94.0,86.6
Lane County,OR,1.6,3.2,1.3,9.3,0.3,4.6,89.0,81.3
Langlade County,WI,1.4,0.5,1.2,2.1,0.0,1.7,95.2,93.6
Lanier County,GA,1.2,1.2,22.0,6.4,0.0,2.7,72.9,68.1
Lapeer County,MI,0.5,0.7,1.2,4.7,0.0,1.5,96.1,91.7
Laramie County,WY,1.1,1.4,2.5,14.9,0.2,3.0,91.9,78.6
Larimer County,CO,1.1,2.4,1.2,11.9,0.1,2.7,92.6,82.1
Larue County,KY,0.3,0.3,3.1,3.2,0.2,1.8,94.3,91.4
Las Animas County,CO,3.8,1.3,2.2,40.4,0.1,2.5,90.0,54.0
Lassen County,CA,4.3,1.6,8.4,19.3,0.9,4.0,80.9,64.7
Latah County,ID,0.9,2.4,1.1,4.5,0.2,3.1,92.3,88.5
Latimer County,OK,23.6,0.6,1.3,4.2,0.0,9.0,65.4,63.3
Lauderdale County,AL,0.4,0.8,10.0,2.9,0.1,1.7,87.0,84.6
Lauderdale County,MS,0.3,0.8,44.2,2.3,0.0,1.1,53.6,52.0
Lauderdale County,TN,0.8,0.6,35.1,2.7,0.0,1.7,61.9,60.0
Laurel County,KY,0.4,0.6,0.8,1.6,0.0,1.2,97.0,95.6
Laurens County,GA,0.4,1.2,37.5,2.9,0.0,1.3,59.6,57.4
Laurens County,SC,0.4,0.6,25.2,5.3,0.1,1.6,72.0,67.7
Lavaca County,TX,0.7,0.5,6.5,19.6,0.1,1.4,90.8,72.8
Lawrence County,AL,5.8,0.2,10.9,2.4,0.0,4.9,78.2,76.3
Lawrence County,AR,0.6,0.3,1.2,1.8,0.0,1.3,96.5,94.8
Lawrence County,IL,0.5,0.5,10.3,4.0,0.0,1.1,87.6,84.4
Lawrence County,IN,0.4,0.7,0.5,1.7,0.0,1.3,97.0,95.6
Lawrence County,KY,0.2,0.3,0.4,1.4,0.1,1.7,97.4,96.4
Lawrence County,MO,1.2,0.6,0.7,7.9,0.1,2.1,95.4,88.4
Lawrence County,MS,0.3,0.4,32.4,2.2,0.0,0.9,66.0,64.4
Lawrence County,OH,0.2,0.5,2.1,1.0,0.0,1.6,95.5,94.7
Lawrence County,PA,0.2,0.5,4.4,1.6,0.0,2.1,92.9,91.6
Lawrence County,SD,2.3,1.2,0.8,3.5,0.1,2.2,93.4,90.6
Lawrence County,TN,0.5,0.5,1.8,2.4,0.0,1.7,95.4,93.3
Le Flore County,OK,14.1,0.7,2.0,7.2,0.2,6.1,76.8,71.0
Le Sueur County,MN,0.5,0.7,0.9,6.8,0.0,1.2,96.6,90.3
Lea County,NM,2.0,0.7,4.3,60.1,0.1,1.6,91.3,34.3
Leake County,MS,6.8,0.5,42.1,4.8,0.0,1.1,49.4,46.6
Leavenworth County,KS,0.9,1.5,9.3,7.3,0.2,3.3,84.8,78.7
Lebanon County,PA,0.4,1.5,3.7,14.1,0.1,1.7,92.6,81.0
Lee County,AL,0.4,4.2,22.9,3.7,0.1,1.7,70.7,67.7
Lee County,AR,0.6,0.6,54.4,2.3,0.0,1.4,43.1,41.3
Lee County,FL,0.5,1.8,9.1,22.5,0.1,1.7,86.8,66.2
Lee County,GA,0.3,2.6,23.2,3.2,0.1,1.4,72.3,69.7
Lee County,IA,0.3,0.6,3.1,3.7,0.0,2.1,93.8,90.6
Lee County,IL,0.4,0.8,5.6,6.6,0.0,1.5,91.7,85.9
Lee County,KY,0.5,0.2,2.8,1.4,-1.0,1.1,95.4,94.2
Lee County,MS,0.3,1.0,30.6,2.7,0.0,1.3,66.8,64.6
Lee County,NC,1.3,1.4,20.0,19.6,0.2,2.4,74.7,57.8
Lee County,SC,0.4,0.5,63.4,2.5,0.0,1.2,34.5,32.8
Lee County,TX,1.1,0.6,10.8,24.5,0.2,1.7,85.5,62.8
Lee County,VA,0.4,0.3,3.7,2.0,0.0,1.0,94.5,92.9
Leelanau County,MI,3.6,0.6,0.8,4.5,0.1,2.0,93.0,89.9
Leflore County,MS,0.5,0.6,75.0,2.8,0.0,0.8,23.1,21.6
Lehigh County,PA,1.0,3.8,9.9,26.2,0.2,2.7,82.4,62.5
Lemhi County,ID,1.3,0.4,0.4,3.5,0.0,2.2,95.7,93.1
Lenawee County,MI,0.6,0.5,3.0,8.2,0.0,2.2,93.7,86.5
Lenoir County,NC,0.6,0.7,41.4,7.9,0.2,1.6,55.4,48.9
Leon County,FL,0.3,3.6,32.0,6.7,0.1,2.4,61.5,55.9
Leon County,TX,0.9,0.7,7.3,15.0,0.0,1.4,89.7,75.8
Leslie County,KY,0.2,0.3,0.4,0.8,0.1,1.1,98.0,97.3
Letcher County,KY,0.2,0.2,0.6,0.8,-1.0,0.8,98.2,97.4
Levy County,FL,0.7,0.9,9.3,8.8,0.1,2.0,87.0,79.2
Lewis County,ID,6.6,1.7,0.6,4.7,0.2,3.4,87.5,83.7
Lewis County,KY,0.3,0.1,0.4,0.8,-1.0,0.8,98.4,97.7
Lewis County,MO,0.5,0.4,3.2,1.9,0.1,1.7,94.1,92.5
Lewis County,NY,0.3,0.4,0.7,1.8,0.1,1.1,97.3,95.9
Lewis County,TN,0.7,0.6,2.1,2.5,0.1,1.5,95.0,92.9
Lewis County,WA,2.0,1.3,0.9,10.5,0.3,3.5,92.0,82.9
